"task_type","item","subject","prob","metaprob","binary_outcome"
"Science","Science.3a.62","3a.49",0.3,0.35,0
"Science","Science.3a.62","3a.50",0.23,0.37,0
"Science","Science.3a.62","3a.51",0.28,0.39,0
"Science","Science.3a.62","3a.52",0.27,0.75,0
"Science","Science.3a.62","3a.53",0.08,0.26,0
"Science","Science.3a.62","3a.54",0.3,0.23,0
"Science","Science.3a.62","3a.55",0.63,0.72,0
"Science","Science.3a.62","3a.56",0.95,0.86,0
"Science","Science.3a.62","3a.57",0.66,0.64,0
"Science","Science.3a.62","3a.58",0.67,0.81,0
"Science","Science.3a.62","3a.59",0.4,0.4,0
"Science","Science.3a.62","3a.60",0.71,0.18,0
"Science","Science.3a.62","3a.61",0.66,0.77,0
"Science","Science.3a.62","3a.62",0.94,0.83,0
"Science","Science.3a.62","3a.63",0,0.3,0
"Science","Science.3a.62","3a.64",0.83,0.51,0
"Science","Science.3a.62","3a.65",0.13,0.27,0
"Science","Science.3a.62","3a.66",0.98,0.87,0
"Science","Science.3a.62","3a.67",1,0.85,0
"Science","Science.3a.62","3a.68",0.75,0.62,0
"Science","Science.3a.62","3a.69",0.39,0.37,0
"Science","Science.3a.62","3a.70",0.6,0.73,0
"Science","Science.3a.62","3a.71",0.74,0.78,0
"Science","Science.3a.62","3a.72",0.94,0.86,0
"Science","Science.3a.62","3a.73",0.97,0.87,0
"Science","Science.3a.62","3a.74",1,1,0
"Science","Science.3a.62","3a.75",0.57,0.57,0
"Science","Science.3a.62","3a.76",0.66,0.67,0
"Science","Science.3a.62","3a.77",0.86,0.74,0
"Science","Science.3a.62","3a.78",0.35,0.63,0
"Science","Science.3a.62","3a.79",0.65,0.63,0
"Science","Science.3a.63","3a.1",0.75,0.69,0
"Science","Science.3a.63","3a.2",0.84,0.81,0
"Science","Science.3a.63","3a.3",0.2,0.29,0
"Science","Science.3a.63","3a.4",0.65,0.63,0
"Science","Science.3a.63","3a.5",0.85,0.86,0
"Science","Science.3a.63","3a.6",0.8,0.84,0
"Science","Science.3a.63","3a.7",0.36,0.46,0
"Science","Science.3a.63","3a.8",0.54,0.47,0
"Science","Science.3a.63","3a.9",0.76,0.82,0
"Science","Science.3a.63","3a.10",0,0,0
"Science","Science.3a.63","3a.11",0.51,0.51,0
"Science","Science.3a.63","3a.12",0.79,0.75,0
"Science","Science.3a.63","3a.13",0.7,0.88,0
"Science","Science.3a.63","3a.14",0.83,0.97,0
"Science","Science.3a.63","3a.15",0.53,0.71,0
"Science","Science.3a.63","3a.16",0.85,0.77,0
"Science","Science.3a.63","3a.17",0.92,0.87,0
"Science","Science.3a.63","3a.18",0.62,0.63,0
"Science","Science.3a.63","3a.19",0.74,0.68,0
"Science","Science.3a.63","3a.20",0.49,0.51,0
"Science","Science.3a.63","3a.21",0.71,0.83,0
"Science","Science.3a.63","3a.22",0.77,0.88,0
"Science","Science.3a.63","3a.23",0.63,0.63,0
"Science","Science.3a.63","3a.24",0.51,0.51,0
"Science","Science.3a.63","3a.25",0.8,0.7,0
"Science","Science.3a.63","3a.26",0.5,0.5,0
"Science","Science.3a.63","3a.27",0.85,0.5,0
"Science","Science.3a.63","3a.28",0.4,0.5,0
"Science","Science.3a.63","3a.29",0.77,0.73,0
"Science","Science.3a.63","3a.30",0.73,0.79,0
"Science","Science.3a.63","3a.31",0.85,0.69,0
"Science","Science.3a.63","3a.32",0.51,0.5,0
"Science","Science.3a.63","3a.33",0.41,0.57,0
"Science","Science.3a.63","3a.34",0.6,0.6,0
"Science","Science.3a.63","3a.35",0.79,0.84,0
"Science","Science.3a.63","3a.36",0.84,0.79,0
"Science","Science.3a.63","3a.37",0.85,0.44,0
"Science","Science.3a.63","3a.38",1,1,0
"Science","Science.3a.63","3a.39",0.69,0.64,0
"Science","Science.3a.63","3a.40",0.15,0.19,0
"Science","Science.3a.63","3a.41",0.44,0.38,0
"Science","Science.3a.63","3a.42",0.96,0.94,0
"Science","Science.3a.63","3a.43",0.81,0.65,0
"Science","Science.3a.63","3a.44",0.56,0.56,0
"Science","Science.3a.63","3a.45",0.83,0.65,0
"Science","Science.3a.63","3a.46",0.64,0.59,0
"Science","Science.3a.63","3a.47",0.36,0.38,0
"Science","Science.3a.63","3a.48",0.71,0.88,0
"Science","Science.3a.63","3a.49",0.45,0.46,0
"Science","Science.3a.63","3a.50",0.31,0.41,0
"Science","Science.3a.63","3a.51",0,0.4,0
"Science","Science.3a.63","3a.52",0.16,0.65,0
"Science","Science.3a.63","3a.53",0,0.27,0
"Science","Science.3a.63","3a.54",0.15,0.31,0
"Science","Science.3a.63","3a.55",0.71,0.79,0
"Science","Science.3a.63","3a.56",0.96,0.85,0
"Science","Science.3a.63","3a.57",0.71,0.58,0
"Science","Science.3a.63","3a.58",0.7,0.81,0
"Science","Science.3a.63","3a.59",0.5,0.5,0
"Science","Science.3a.63","3a.60",0.2,0.46,0
"Science","Science.3a.63","3a.61",0.66,0.81,0
"Science","Science.3a.63","3a.62",0.85,0.67,0
"Science","Science.3a.63","3a.63",0.2,0.7,0
"Science","Science.3a.63","3a.64",0.08,0.51,0
"Science","Science.3a.63","3a.65",0,0.14,0
"Science","Science.3a.63","3a.66",0.91,1,0
"Science","Science.3a.63","3a.67",0,0.95,0
"Science","Science.3a.63","3a.68",0.9,0.73,0
"Science","Science.3a.63","3a.69",0.36,0.29,0
"Science","Science.3a.63","3a.70",0.75,0.78,0
"Science","Science.3a.63","3a.71",0.65,0.59,0
"Science","Science.3a.63","3a.72",0.88,0.72,0
"Science","Science.3a.63","3a.73",0.02,0.76,0
"Science","Science.3a.63","3a.74",0.5,1,0
"Science","Science.3a.63","3a.75",0.2,0.42,0
"Science","Science.3a.63","3a.76",0.65,0.54,0
"Science","Science.3a.63","3a.77",0.42,0.75,0
"Science","Science.3a.63","3a.78",0.9,0.79,0
"Science","Science.3a.63","3a.79",0.32,0.6,0
"Science","Science.3a.64","3a.1",0.67,0.65,0
"Science","Science.3a.64","3a.2",0.8,0.8,0
"Science","Science.3a.64","3a.3",0.9,0.79,0
"Science","Science.3a.64","3a.4",0.73,0.77,0
"Science","Science.3a.64","3a.5",0.95,0.95,0
"Science","Science.3a.64","3a.6",0.74,0.79,0
"Science","Science.3a.64","3a.7",0.61,0.45,0
"Science","Science.3a.64","3a.8",0.58,0.65,0
"Science","Science.3a.64","3a.9",0.09,0.87,0
"Science","Science.3a.64","3a.10",0.38,0.41,0
"Science","Science.3a.64","3a.11",0.52,0.51,0
"Science","Science.3a.64","3a.12",0.8,0.72,0
"Science","Science.3a.64","3a.13",0.71,0.74,0
"Science","Science.3a.64","3a.14",0.76,0.99,0
"Science","Science.3a.64","3a.15",0.6,0.72,0
"Science","Science.3a.64","3a.16",0.74,0.88,0
"Science","Science.3a.64","3a.17",0.83,0.83,0
"Science","Science.3a.64","3a.18",0.35,0.58,0
"Science","Science.3a.64","3a.19",0.65,0.77,0
"Science","Science.3a.64","3a.20",0.54,0.64,0
"Science","Science.3a.64","3a.21",0.88,0.87,0
"Science","Science.3a.64","3a.22",0.63,0.72,0
"Science","Science.3a.64","3a.23",0.92,0.79,0
"Science","Science.3a.64","3a.24",0.51,0.51,0
"Science","Science.3a.64","3a.25",0.9,0.91,0
"Science","Science.3a.64","3a.26",0.5,0.5,0
"Science","Science.3a.64","3a.27",0.18,0.5,0
"Science","Science.3a.64","3a.28",0.35,0.3,0
"Science","Science.3a.64","3a.29",0.23,0.36,0
"Science","Science.3a.64","3a.30",0.79,0.77,0
"Science","Science.3a.64","3a.31",0.35,0.7,0
"Science","Science.3a.64","3a.32",0.5,0.5,0
"Science","Science.3a.64","3a.33",0.72,0.73,0
"Science","Science.3a.64","3a.34",0.95,0.85,0
"Science","Science.3a.64","3a.35",0.51,0.64,0
"Science","Science.3a.64","3a.36",0.0600000000000001,0.78,0
"Science","Science.3a.64","3a.37",0.77,0.51,0
"Science","Science.3a.64","3a.38",1,1,0
"Science","Science.3a.64","3a.39",0.67,0.77,0
"Science","Science.3a.64","3a.40",0.54,0.55,0
"Science","Science.3a.64","3a.41",0.74,0.7,0
"Science","Science.3a.64","3a.42",0.82,0.72,0
"Science","Science.3a.64","3a.43",0.81,0.5,0
"Science","Science.3a.64","3a.44",0.59,0.61,0
"Science","Science.3a.64","3a.45",0.95,0.93,0
"Science","Science.3a.64","3a.46",0.66,0.63,0
"Science","Science.3a.64","3a.47",0.49,0.34,0
"Science","Science.3a.64","3a.48",0.24,0.51,0
"Science","Science.3a.64","3a.49",0.25,0.3,0
"Science","Science.3a.64","3a.50",0.77,0.85,0
"Science","Science.3a.64","3a.51",0.45,0.5,0
"Science","Science.3a.64","3a.52",0.7,0.8,0
"Science","Science.3a.64","3a.53",1,0.72,0
"Science","Science.3a.64","3a.54",0.29,0.13,0
"Science","Science.3a.64","3a.55",0.63,0.66,0
"Science","Science.3a.64","3a.56",0.86,0.74,0
"Science","Science.3a.64","3a.57",0.32,0.64,0
"Science","Science.3a.64","3a.58",0.67,0.8,0
"Science","Science.3a.64","3a.59",0.8,0.7,0
"Science","Science.3a.64","3a.60",0.7,0.77,0
"Science","Science.3a.64","3a.61",0.65,0.76,0
"Science","Science.3a.64","3a.62",0.88,0.77,0
"Science","Science.3a.64","3a.63",0.8,0.45,0
"Science","Science.3a.64","3a.64",0.97,0.56,0
"Science","Science.3a.64","3a.65",0.5,0.24,0
"Science","Science.3a.64","3a.66",0.14,0.29,0
"Science","Science.3a.64","3a.67",0,0.6,0
"Science","Science.3a.64","3a.68",0.97,0.71,0
"Science","Science.3a.64","3a.69",0.12,0.27,0
"Science","Science.3a.64","3a.70",0.68,0.73,0
"Science","Science.3a.64","3a.71",0.69,0.62,0
"Science","Science.3a.64","3a.72",0.45,0.71,0
"Science","Science.3a.64","3a.73",0.75,0.8,0
"Science","Science.3a.64","3a.74",0.5,1,0
"Science","Science.3a.64","3a.75",0.58,0.55,0
"Science","Science.3a.64","3a.76",0.64,0.62,0
"Science","Science.3a.64","3a.77",0.71,0.62,0
"Science","Science.3a.64","3a.78",0.44,0.66,0
"Science","Science.3a.64","3a.79",0.59,0.58,0
"Science","Science.3a.65","3a.1",0.79,0.68,1
"Science","Science.3a.65","3a.2",0.84,0.8,1
"Science","Science.3a.65","3a.3",1,0.9,1
"Science","Science.3a.65","3a.4",0.62,0.58,1
"Science","Science.3a.65","3a.5",0.9,0.87,1
"Science","Science.3a.65","3a.6",0.21,0.34,1
"Science","Science.3a.65","3a.7",0.42,0.53,1
"Science","Science.3a.65","3a.8",0.48,0.57,1
"Science","Science.3a.65","3a.9",0.1,0.78,1
"Science","Science.3a.65","3a.10",0.52,0.55,1
"Science","Science.3a.65","3a.11",0.53,0.51,1
"Science","Science.3a.65","3a.12",0.85,0.98,1
"Science","Science.3a.65","3a.13",0.67,0.85,1
"Science","Science.3a.65","3a.14",0.97,0.99,1
"Science","Science.3a.65","3a.15",0.53,0.7,1
"Science","Science.3a.65","3a.16",0.3,0.77,1
"Science","Science.3a.65","3a.17",0.82,0.92,1
"Science","Science.3a.65","3a.18",0.39,0.62,1
"Science","Science.3a.65","3a.19",0.85,0.65,1
"Science","Science.3a.65","3a.20",0.5,0.5,1
"Science","Science.3a.65","3a.21",0.5,0.75,1
"Science","Science.3a.65","3a.22",1,0.5,1
"Science","Science.3a.65","3a.23",0.9,0.78,1
"Science","Science.3a.65","3a.24",0.51,0.51,1
"Science","Science.3a.65","3a.25",0.72,0.61,1
"Science","Science.3a.65","3a.26",0.5,0.5,1
"Science","Science.3a.65","3a.27",0.5,0.5,1
"Science","Science.3a.65","3a.28",0.4,0.25,1
"Science","Science.3a.65","3a.29",0.6,0.74,1
"Science","Science.3a.65","3a.30",0.19,0.3,1
"Science","Science.3a.65","3a.31",0.35,0.43,1
"Science","Science.3a.65","3a.32",0.5,0.5,1
"Science","Science.3a.65","3a.33",0.51,0.55,1
"Science","Science.3a.65","3a.34",0.4,0.5,1
"Science","Science.3a.65","3a.35",0.54,0.74,1
"Science","Science.3a.65","3a.36",0.94,0.85,1
"Science","Science.3a.65","3a.37",0.77,0.53,1
"Science","Science.3a.65","3a.38",1,1,1
"Science","Science.3a.65","3a.39",0.81,0.63,1
"Science","Science.3a.65","3a.40",0.52,0.51,1
"Science","Science.3a.65","3a.41",0.74,0.98,1
"Science","Science.3a.65","3a.42",0.63,0.64,1
"Science","Science.3a.65","3a.43",0.5,0.29,1
"Science","Science.3a.65","3a.44",0.58,0.57,1
"Science","Science.3a.65","3a.45",0.9,0.85,1
"Science","Science.3a.65","3a.46",0.74,0.68,1
"Science","Science.3a.65","3a.47",0.66,0.61,1
"Science","Science.3a.65","3a.48",0.36,0.62,1
"Science","Science.3a.65","3a.49",0.5,0.5,1
"Science","Science.3a.65","3a.50",0.41,0.47,1
"Science","Science.3a.65","3a.51",0.48,0.5,1
"Science","Science.3a.65","3a.52",0.68,0.81,1
"Science","Science.3a.65","3a.53",0.24,0.36,1
"Science","Science.3a.65","3a.54",0.63,0.9,1
"Science","Science.3a.65","3a.55",0.71,0.76,1
"Science","Science.3a.65","3a.56",0.92,0.75,1
"Science","Science.3a.65","3a.57",0.67,0.51,1
"Science","Science.3a.65","3a.58",0.75,0.87,1
"Science","Science.3a.65","3a.59",0.5,0.5,1
"Science","Science.3a.65","3a.60",0.05,0.36,1
"Science","Science.3a.65","3a.61",0.62,0.78,1
"Science","Science.3a.65","3a.62",0.29,0.47,1
"Science","Science.3a.65","3a.63",0.7,0.4,1
"Science","Science.3a.65","3a.64",0.85,0.82,1
"Science","Science.3a.65","3a.65",1,0.96,1
"Science","Science.3a.65","3a.66",0.15,0.89,1
"Science","Science.3a.65","3a.67",0.15,0.25,1
"Science","Science.3a.65","3a.68",0.86,0.86,1
"Science","Science.3a.65","3a.69",0.73,0.75,1
"Science","Science.3a.65","3a.70",0.77,0.67,1
"Science","Science.3a.65","3a.71",0.72,0.65,1
"Science","Science.3a.65","3a.72",0.84,0.83,1
"Science","Science.3a.65","3a.73",0.05,0.78,1
"Science","Science.3a.65","3a.74",0.5,1,1
"Science","Science.3a.65","3a.75",0.56,0.53,1
"Science","Science.3a.65","3a.76",0.71,0.76,1
"Science","Science.3a.65","3a.77",0.5,0.5,1
"Science","Science.3a.65","3a.78",0.64,0.8,1
"Science","Science.3a.65","3a.79",0.39,0.62,1
"Science","Science.3a.66","3a.1",0.04,0.81,0
"Science","Science.3a.66","3a.2",0.88,0.84,0
"Science","Science.3a.66","3a.3",0.81,0.73,0
"Science","Science.3a.66","3a.4",0.51,0.57,0
"Science","Science.3a.66","3a.5",0.69,0.64,0
"Science","Science.3a.66","3a.6",0.74,0.81,0
"Science","Science.3a.66","3a.7",0.59,0.41,0
"Science","Science.3a.66","3a.8",0.3,0.55,0
"Science","Science.3a.66","3a.9",0.79,0.83,0
"Science","Science.3a.66","3a.10",0.44,0.44,0
"Science","Science.3a.66","3a.11",0.53,0.51,0
"Science","Science.3a.66","3a.12",0.3,0.33,0
"Science","Science.3a.66","3a.13",0.66,0.83,0
"Science","Science.3a.66","3a.14",0.97,0.91,0
"Science","Science.3a.66","3a.15",0.27,0.38,0
"Science","Science.3a.66","3a.16",0.25,0.75,0
"Science","Science.3a.66","3a.17",0.82,0.82,0
"Science","Science.3a.66","3a.18",0.37,0.52,0
"Science","Science.3a.66","3a.19",0.75,0.7,0
"Science","Science.3a.66","3a.20",0.47,0.52,0
"Science","Science.3a.66","3a.21",0.5,0.9,0
"Science","Science.3a.66","3a.22",0.73,0.74,0
"Science","Science.3a.66","3a.23",0.62,0.65,0
"Science","Science.3a.66","3a.24",0.29,0.44,0
"Science","Science.3a.66","3a.25",0.1,0.42,0
"Science","Science.3a.66","3a.26",0.3,0.39,0
"Science","Science.3a.66","3a.27",0.19,0.5,0
"Science","Science.3a.66","3a.28",0.8,0.6,0
"Science","Science.3a.66","3a.29",0.65,0.79,0
"Science","Science.3a.66","3a.30",0.73,0.77,0
"Science","Science.3a.66","3a.31",0.3,0.61,0
"Science","Science.3a.66","3a.32",0.51,0.5,0
"Science","Science.3a.66","3a.33",0.37,0.65,0
"Science","Science.3a.66","3a.34",0,0.3,0
"Science","Science.3a.66","3a.35",0.5,0.56,0
"Science","Science.3a.66","3a.36",0.9,0.77,0
"Science","Science.3a.66","3a.37",0.38,0.51,0
"Science","Science.3a.66","3a.38",1,0.99,0
"Science","Science.3a.66","3a.39",0.71,0.85,0
"Science","Science.3a.66","3a.40",0.48,0.52,0
"Science","Science.3a.66","3a.41",0.87,0.72,0
"Science","Science.3a.66","3a.42",0.69,0.8,0
"Science","Science.3a.66","3a.43",0.75,0.65,0
"Science","Science.3a.66","3a.44",0.6,0.57,0
"Science","Science.3a.66","3a.45",0.84,0.63,0
"Science","Science.3a.66","3a.46",0.81,0.69,0
"Science","Science.3a.66","3a.47",0.62,0.41,0
"Science","Science.3a.66","3a.48",0.75,0.84,0
"Science","Science.3a.66","3a.49",0.59,0.56,0
"Science","Science.3a.66","3a.50",0.65,0.71,0
"Science","Science.3a.66","3a.51",0,0.41,0
"Science","Science.3a.66","3a.52",0.1,0.89,0
"Science","Science.3a.66","3a.53",0.13,0.35,0
"Science","Science.3a.66","3a.54",0.09,0.19,0
"Science","Science.3a.66","3a.55",0.73,0.74,0
"Science","Science.3a.66","3a.56",0.97,0.87,0
"Science","Science.3a.66","3a.57",0.61,0.63,0
"Science","Science.3a.66","3a.58",0.69,0.82,0
"Science","Science.3a.66","3a.59",0.4,0.5,0
"Science","Science.3a.66","3a.60",0.29,0.6,0
"Science","Science.3a.66","3a.61",0.65,0.78,0
"Science","Science.3a.66","3a.62",0.83,0.69,0
"Science","Science.3a.66","3a.63",0.1,0.2,0
"Science","Science.3a.66","3a.64",0.92,0.69,0
"Science","Science.3a.66","3a.65",0,0,0
"Science","Science.3a.66","3a.66",0.01,0.83,0
"Science","Science.3a.66","3a.67",0,0.15,0
"Science","Science.3a.66","3a.68",0.95,0.76,0
"Science","Science.3a.66","3a.69",0.26,0.24,0
"Science","Science.3a.66","3a.70",0.8,0.77,0
"Science","Science.3a.66","3a.71",0.7,0.64,0
"Science","Science.3a.66","3a.72",0.95,0.88,0
"Science","Science.3a.66","3a.73",0.16,0.88,0
"Science","Science.3a.66","3a.74",0.5,0.5,0
"Science","Science.3a.66","3a.75",0.46,0.46,0
"Science","Science.3a.66","3a.76",0.59,0.57,0
"Science","Science.3a.66","3a.77",0.5,0.51,0
"Science","Science.3a.66","3a.78",0.65,0.75,0
"Science","Science.3a.66","3a.79",0.36,0.34,0
"Science","Science.3a.67","3a.1",0.22,0.31,0
"Science","Science.3a.67","3a.2",0.74,0.81,0
"Science","Science.3a.67","3a.3",0.81,0.74,0
"Science","Science.3a.67","3a.4",0.02,0.13,0
"Science","Science.3a.67","3a.5",0.75,0.36,0
"Science","Science.3a.67","3a.6",0.11,0.86,0
"Science","Science.3a.67","3a.7",0.62,0.43,0
"Science","Science.3a.67","3a.8",0.49,0.55,0
"Science","Science.3a.67","3a.9",0.1,0.83,0
"Science","Science.3a.67","3a.10",0.4,0.51,0
"Science","Science.3a.67","3a.11",0.63,0.51,0
"Science","Science.3a.67","3a.12",0.7,0.7,0
"Science","Science.3a.67","3a.13",0.6,0.63,0
"Science","Science.3a.67","3a.14",0.88,0.94,0
"Science","Science.3a.67","3a.15",0.35,0.55,0
"Science","Science.3a.67","3a.16",0.83,0.73,0
"Science","Science.3a.67","3a.17",0.85,0.88,0
"Science","Science.3a.67","3a.18",0.39,0.6,0
"Science","Science.3a.67","3a.19",0.29,0.2,0
"Science","Science.3a.67","3a.20",0.37,0.48,0
"Science","Science.3a.67","3a.21",0.51,0.69,0
"Science","Science.3a.67","3a.22",0.68,0.65,0
"Science","Science.3a.67","3a.23",0.88,0.9,0
"Science","Science.3a.67","3a.24",0.57,0.59,0
"Science","Science.3a.67","3a.25",0,0,0
"Science","Science.3a.67","3a.26",0.4,0.4,0
"Science","Science.3a.67","3a.27",0.7,0.5,0
"Science","Science.3a.67","3a.28",0.32,0.43,0
"Science","Science.3a.67","3a.29",0.8,0.74,0
"Science","Science.3a.67","3a.30",0.65,0.65,0
"Science","Science.3a.67","3a.31",0.47,0.62,0
"Science","Science.3a.67","3a.32",0.43,0.5,0
"Science","Science.3a.67","3a.33",0.24,0.3,0
"Science","Science.3a.67","3a.34",0,0.15,0
"Science","Science.3a.67","3a.35",0.54,0.62,0
"Science","Science.3a.67","3a.36",0.77,0.96,0
"Science","Science.3a.67","3a.37",0.83,0.25,0
"Science","Science.3a.67","3a.38",1,1,0
"Science","Science.3a.67","3a.39",0.63,0.76,0
"Science","Science.3a.67","3a.40",0.52,0.55,0
"Science","Science.3a.67","3a.41",0.93,0.7,0
"Science","Science.3a.67","3a.42",0.17,0.11,0
"Science","Science.3a.67","3a.43",0.22,0.59,0
"Science","Science.3a.67","3a.44",0.25,0.61,0
"Science","Science.3a.67","3a.45",0.87,0.8,0
"Science","Science.3a.67","3a.46",0.19,0.63,0
"Science","Science.3a.67","3a.47",0.6,0.76,0
"Science","Science.3a.67","3a.48",0.38,0.67,0
"Science","Science.3a.67","3a.49",0.4,0.6,0
"Science","Science.3a.67","3a.50",0.81,0.87,0
"Science","Science.3a.67","3a.51",0.27,0.39,0
"Science","Science.3a.67","3a.52",0,1,0
"Science","Science.3a.67","3a.53",0.21,0.36,0
"Science","Science.3a.67","3a.54",0.42,0.19,0
"Science","Science.3a.67","3a.55",0.71,0.71,0
"Science","Science.3a.67","3a.56",0.74,0.89,0
"Science","Science.3a.67","3a.57",0.65,0.51,0
"Science","Science.3a.67","3a.58",0.69,0.83,0
"Science","Science.3a.67","3a.59",0.4,0.4,0
"Science","Science.3a.67","3a.60",0.7,0.55,0
"Science","Science.3a.67","3a.61",0.63,0.76,0
"Science","Science.3a.67","3a.62",0.77,0.64,0
"Science","Science.3a.67","3a.63",0.6,0.75,0
"Science","Science.3a.67","3a.64",0.16,0.49,0
"Science","Science.3a.67","3a.65",0,0.32,0
"Science","Science.3a.67","3a.66",0.95,1,0
"Science","Science.3a.67","3a.67",0,0.55,0
"Science","Science.3a.67","3a.68",0.74,0.56,0
"Science","Science.3a.67","3a.69",0.74,0.68,0
"Science","Science.3a.67","3a.70",0.77,0.72,0
"Science","Science.3a.67","3a.71",0.74,0.73,0
"Science","Science.3a.67","3a.72",0.25,0.78,0
"Science","Science.3a.67","3a.73",0.18,0.7,0
"Science","Science.3a.67","3a.74",0.5,1,0
"Science","Science.3a.67","3a.75",0.14,0.27,0
"Science","Science.3a.67","3a.76",0.7,0.88,0
"Science","Science.3a.67","3a.77",0.32,0.76,0
"Science","Science.3a.67","3a.78",0.56,0.68,0
"Science","Science.3a.67","3a.79",0.72,0.78,0
"Science","Science.3a.68","3a.1",0.75,0.73,1
"Science","Science.3a.68","3a.2",0.83,0.86,1
"Science","Science.3a.68","3a.3",1,0.97,1
"Science","Science.3a.68","3a.4",0.72,0.64,1
"Science","Science.3a.68","3a.5",0.87,0.88,1
"Science","Science.3a.68","3a.6",0.05,0.8,1
"Science","Science.3a.68","3a.7",0.12,0.17,1
"Science","Science.3a.68","3a.8",0.59,0.44,1
"Science","Science.3a.68","3a.9",0.11,0.84,1
"Science","Science.3a.68","3a.10",0.71,0.7,1
"Science","Science.3a.68","3a.11",0.51,0.51,1
"Science","Science.3a.68","3a.12",1,1,1
"Science","Science.3a.68","3a.13",0.38,0.54,1
"Science","Science.3a.68","3a.14",0.85,1,1
"Science","Science.3a.68","3a.15",0.9,0.6,1
"Science","Science.3a.68","3a.16",0.85,0.7,1
"Science","Science.3a.68","3a.17",0.66,0.69,1
"Science","Science.3a.68","3a.18",0.65,0.76,1
"Science","Science.3a.68","3a.19",0.69,0.77,1
"Science","Science.3a.68","3a.20",0.62,0.55,1
"Science","Science.3a.68","3a.21",0.91,0.88,1
"Science","Science.3a.68","3a.22",0.88,0.75,1
"Science","Science.3a.68","3a.23",0.74,0.62,1
"Science","Science.3a.68","3a.24",0.25,0.51,1
"Science","Science.3a.68","3a.25",1,0.71,1
"Science","Science.3a.68","3a.26",0.7,0.7,1
"Science","Science.3a.68","3a.27",1,0.5,1
"Science","Science.3a.68","3a.28",0.32,0.46,1
"Science","Science.3a.68","3a.29",0.27,0.33,1
"Science","Science.3a.68","3a.30",0.13,0.22,1
"Science","Science.3a.68","3a.31",0.75,0.65,1
"Science","Science.3a.68","3a.32",0.5,0.6,1
"Science","Science.3a.68","3a.33",0.51,0.56,1
"Science","Science.3a.68","3a.34",1,0.8,1
"Science","Science.3a.68","3a.35",0.67,0.77,1
"Science","Science.3a.68","3a.36",0.76,0.9,1
"Science","Science.3a.68","3a.37",0.67,0.21,1
"Science","Science.3a.68","3a.38",0.51,0.51,1
"Science","Science.3a.68","3a.39",0.62,0.72,1
"Science","Science.3a.68","3a.40",0.93,0.93,1
"Science","Science.3a.68","3a.41",0.81,0.95,1
"Science","Science.3a.68","3a.42",0.91,0.89,1
"Science","Science.3a.68","3a.43",0.63,0.51,1
"Science","Science.3a.68","3a.44",0.56,0.58,1
"Science","Science.3a.68","3a.45",0.75,0.67,1
"Science","Science.3a.68","3a.46",0.68,0.63,1
"Science","Science.3a.68","3a.47",0.59,0.61,1
"Science","Science.3a.68","3a.48",0.16,0.49,1
"Science","Science.3a.68","3a.49",0.45,0.5,1
"Science","Science.3a.68","3a.50",0.36,0.41,1
"Science","Science.3a.68","3a.51",0.48,0.51,1
"Science","Science.3a.68","3a.52",0.74,0.89,1
"Science","Science.3a.68","3a.53",0.84,0.73,1
"Science","Science.3a.68","3a.54",0.77,0.94,1
"Science","Science.3a.68","3a.55",0.66,0.76,1
"Science","Science.3a.68","3a.56",0.94,0.79,1
"Science","Science.3a.68","3a.57",0.38,0.54,1
"Science","Science.3a.68","3a.58",0.64,0.77,1
"Science","Science.3a.68","3a.59",0.5,0.5,1
"Science","Science.3a.68","3a.60",0.13,0.05,1
"Science","Science.3a.68","3a.61",0.66,0.78,1
"Science","Science.3a.68","3a.62",0.97,0.98,1
"Science","Science.3a.68","3a.63",0.9,0.6,1
"Science","Science.3a.68","3a.64",0.53,0.51,1
"Science","Science.3a.68","3a.65",0.74,0.66,1
"Science","Science.3a.68","3a.66",0.91,0.96,1
"Science","Science.3a.68","3a.67",1,0.9,1
"Science","Science.3a.68","3a.68",0.9,0.72,1
"Science","Science.3a.68","3a.69",0.79,0.85,1
"Science","Science.3a.68","3a.70",0.69,0.69,1
"Science","Science.3a.68","3a.71",0.68,0.68,1
"Science","Science.3a.68","3a.72",0.87,0.71,1
"Science","Science.3a.68","3a.73",0.04,0.87,1
"Science","Science.3a.68","3a.74",0.5,0.51,1
"Science","Science.3a.68","3a.75",0.53,0.53,1
"Science","Science.3a.68","3a.76",0.72,0.76,1
"Science","Science.3a.68","3a.77",0.86,0.7,1
"Science","Science.3a.68","3a.78",0.72,0.79,1
"Science","Science.3a.68","3a.79",0.6,0.66,1
"Science","Science.3a.69","3a.1",0.76,0.74,0
"Science","Science.3a.69","3a.2",0.82,0.77,0
"Science","Science.3a.69","3a.3",0.6,0.66,0
"Science","Science.3a.69","3a.4",0.25,0.66,0
"Science","Science.3a.69","3a.5",0.88,0.88,0
"Science","Science.3a.69","3a.6",0.79,0.84,0
"Science","Science.3a.69","3a.7",0.22,0.29,0
"Science","Science.3a.69","3a.8",0.38,0.56,0
"Science","Science.3a.69","3a.9",0.82,0.84,0
"Science","Science.3a.69","3a.10",0.0600000000000001,0.14,0
"Science","Science.3a.69","3a.11",0.51,0.51,0
"Science","Science.3a.69","3a.12",0.74,0.69,0
"Science","Science.3a.69","3a.13",0.34,0.4,0
"Science","Science.3a.69","3a.14",0.87,0.99,0
"Science","Science.3a.69","3a.15",0.8,0.55,0
