SubjectID,Condition,ConditionName,minutes,chosen,subCondition,weight,proportion,numShared,numPrivate,C1SharedSum,C1PrivateSum,theta1,C2SharedSum,C2PrivateSum,theta2,C3SharedSum,C3PrivateSum,theta3,C4SharedSum,C4PrivateSum,theta4,C5SharedSum,C5PrivateSum,theta5,C6SharedSum,C6PrivateSum,theta6,C7SharedSum,C7PrivateSum,theta7,C8SharedSum,C8PrivateSum,theta8,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,type,Quiz1,Quiz2,age,female,device,f1,g1,f2,g2,f3,g3,f4,g4,f5,g5,f6,g6,f7,g7,f8,g8
761,3,Nested,3.85,371,1,0.5,0.25,9,9,6,5,0.5736,8,5,0.66273,2,1,0.1567,4,2,0.31952,5,4,0.46121,7,6,0.65161,0,1,0.16355,5,5,0.55431,5,8,7,4,2,6,1,3,N,5,2,30,0,1,60,60,80,80,20,20,40,39,51,48,70,71,13,31,50,50
762,3,Nested,8.63,372,1,0.5,0.25,9,9,6,5,0.5736,8,5,0.66273,2,1,0.1567,4,2,0.31952,5,4,0.46121,7,6,0.65161,0,1,0.16355,5,5,0.55431,6,8,4,5,7,2,3,1,N,5,2,64,0,2,65,69,85,90,25,25,50,50,55,50,80,80,10,1,55,59
763,3,Nested,4.97,374,1,0.5,0.25,9,9,6,5,0.5736,8,5,0.66273,2,1,0.1567,4,2,0.31952,5,4,0.46121,7,6,0.65161,0,1,0.16355,5,5,0.55431,6,1,3,7,4,5,2,8,N,5,2,32,0,1,65,61,78,80,20,22,45,40,55,55,75,70,9,0,60,55
764,3,Nested,15.48,374,1,0.5,0.25,9,9,6,5,0.5736,8,5,0.66273,2,1,0.1567,4,2,0.31952,5,4,0.46121,7,6,0.65161,0,1,0.16355,5,5,0.55431,5,7,1,6,2,8,4,3,N,5,2,59,0,1,67,67,88,89,22,22,44,44,55,55,77,78,1,0,55,55
765,3,Nested,10.73,375,1,0.5,0.25,9,9,6,5,0.5736,8,5,0.66273,2,1,0.1567,4,2,0.31952,5,4,0.46121,7,6,0.65161,0,1,0.16355,5,5,0.55431,1,3,5,4,6,2,8,7,N,5,2,52,0,1,66,66,88,88,22,22,44,44,55,55,77,77,3,1,55,54
766,3,Nested,14.97,375,1,0.5,0.25,9,9,6,5,0.5736,8,5,0.66273,2,1,0.1567,4,2,0.31952,5,4,0.46121,7,6,0.65161,0,1,0.16355,5,5,0.55431,3,7,4,6,1,8,5,2,S,5,2,26,0,2,60,70,70,55,10,19,13,20,66,33,70,81,11,5,50,50
767,3,Nested,4.87,376,1,0.5,0.25,9,9,6,5,0.5736,8,5,0.66273,2,1,0.1567,4,2,0.31952,5,4,0.46121,7,6,0.65161,0,1,0.16355,5,5,0.55431,2,8,6,1,7,3,5,4,N,5,2,30,0,2,66,66,88,88,22,22,44,44,55,55,77,77,0,0,55,55
768,3,Nested,3.87,377,1,0.5,0.25,9,9,6,5,0.5736,8,5,0.66273,2,1,0.1567,4,2,0.31952,5,4,0.46121,7,6,0.65161,0,1,0.16355,5,5,0.55431,2,8,5,7,3,4,1,6,N,5,5,29,1,1,60,60,80,80,20,20,40,40,50,50,70,40,8,0,50,50
769,3,Nested,6.25,377,1,0.5,0.25,9,9,6,5,0.5736,8,5,0.66273,2,1,0.1567,4,2,0.31952,5,4,0.46121,7,6,0.65161,0,1,0.16355,5,5,0.55431,4,7,3,2,6,8,5,1,N,5,2,44,0,1,70,67,80,88,22,30,40,44,50,55,70,77,10,5,60,55
770,3,Nested,5.08,378,1,0.5,0.25,9,9,6,5,0.5736,8,5,0.66273,2,1,0.1567,4,2,0.31952,5,4,0.46121,7,6,0.65161,0,1,0.16355,5,5,0.55431,7,6,3,5,4,1,2,8,N,5,2,21,1,2,50,59,90,90,20,20,50,45,50,50,70,70,0,0,50,54
771,3,Nested,4.7,378,1,0.5,0.25,9,9,6,5,0.5736,8,5,0.66273,2,1,0.1567,4,2,0.31952,5,4,0.46121,7,6,0.65161,0,1,0.16355,5,5,0.55431,6,3,1,7,2,5,8,4,N,5,2,32,1,2,67,67,89,89,22,22,44,44,56,56,78,78,0,0,56,56
772,3,Nested,20.57,379,1,0.5,0.25,9,9,6,5,0.5736,8,5,0.66273,2,1,0.1567,4,2,0.31952,5,4,0.46121,7,6,0.65161,0,1,0.16355,5,5,0.55431,4,2,7,8,6,3,5,1,N,5,5,46,1,1,60,60,80,80,19,20,40,40,49,51,70,70,10,7,50,50
773,3,Nested,8.95,379,1,0.5,0.25,9,9,6,5,0.5736,8,5,0.66273,2,1,0.1567,4,2,0.31952,5,4,0.46121,7,6,0.65161,0,1,0.16355,5,5,0.55431,2,6,4,3,1,5,7,8,N,5,2,27,0,2,66,66,88,88,22,22,44,45,55,55,77,77,1,0,55,55
774,3,Nested,6.23,381,1,0.5,0.25,9,9,6,5,0.5736,8,5,0.66273,2,1,0.1567,4,2,0.31952,5,4,0.46121,7,6,0.65161,0,1,0.16355,5,5,0.55431,1,,4,2,5,6,7,3,N,5,2,42,0,1,52,53,67,78,30,36,53,50,62,50,76,73,93,99,50,50
775,3,Nested,7.27,383,1,0.5,0.25,9,9,6,5,0.5736,8,5,0.66273,2,1,0.1567,4,2,0.31952,5,4,0.46121,7,6,0.65161,0,1,0.16355,5,5,0.55431,6,2,5,1,8,4,3,7,N,5,2,39,1,2,60,50,75,77,24,25,50,50,50,50,90,71,19,10,50,49
776,3,Nested,8.27,384,1,0.5,0.25,9,9,6,5,0.5736,8,5,0.66273,2,1,0.1567,4,2,0.31952,5,4,0.46121,7,6,0.65161,0,1,0.16355,5,5,0.55431,7,5,3,8,2,4,6,1,S,5,2,60,0,1,61,67,72,89,17,22,33,44,50,56,72,78,6,1,56,56
777,3,Nested,9.53,384,1,0.5,0.25,9,9,6,5,0.5736,8,5,0.66273,2,1,0.1567,4,2,0.31952,5,4,0.46121,7,6,0.65161,0,1,0.16355,5,5,0.55431,1,4,5,3,2,6,8,7,S,5,2,23,0,2,61,66,89,72,22,17,33,44,50,56,78,72,1,6,56,56
778,3,Nested,3.67,385,1,0.5,0.25,9,9,6,5,0.5736,8,5,0.66273,2,1,0.1567,4,2,0.31952,5,4,0.46121,7,6,0.65161,0,1,0.16355,5,5,0.55431,1,5,4,8,6,2,3,7,N,5,2,24,1,1,33,30,90,92,20,22,44,40,52,50,78,70,10,0,55,50
779,3,Nested,6.68,386,1,0.5,0.25,9,9,6,5,0.5736,8,5,0.66273,2,1,0.1567,4,2,0.31952,5,4,0.46121,7,6,0.65161,0,1,0.16355,5,5,0.55431,1,8,5,4,2,6,3,7,S,5,2,29,1,1,60,60,75,90,20,20,40,33,45,55,75,75,15,5,55,55
780,3,Nested,6.7,386,1,0.5,0.25,9,9,6,5,0.5736,8,5,0.66273,2,1,0.1567,4,2,0.31952,5,4,0.46121,7,6,0.65161,0,1,0.16355,5,5,0.55431,7,6,4,1,3,2,5,8,S,5,2,34,0,2,75,75,80,75,25,20,40,35,50,50,70,65,10,15,70,65
781,3,Nested,13.52,387,1,0.5,0.25,9,9,6,5,0.5736,8,5,0.66273,2,1,0.1567,4,2,0.31952,5,4,0.46121,7,6,0.65161,0,1,0.16355,5,5,0.55431,6,1,2,7,4,8,3,5,S,5,2,36,0,2,61,64,72,86,17,26,33,38,50,55,72,75,5,3,55,56
782,3,Nested,5.7,388,1,0.5,0.25,9,9,6,5,0.5736,8,5,0.66273,2,1,0.1567,4,2,0.31952,5,4,0.46121,7,6,0.65161,0,1,0.16355,5,5,0.55431,4,2,1,6,3,8,7,5,N,5,2,18,1,2,20,25,80,90,20,25,30,20,60,65,75,80,100,100,55,60
783,3,Nested,9.55,388,1,0.5,0.25,9,9,6,5,0.5736,8,5,0.66273,2,1,0.1567,4,2,0.31952,5,4,0.46121,7,6,0.65161,0,1,0.16355,5,5,0.55431,2,1,4,3,8,7,5,6,N,5,2,29,1,2,66,70,89,90,20,22,45,49,55,53,74,70,5,1,55,55
784,3,Nested,10.63,389,1,0.5,0.25,9,9,6,5,0.5736,8,5,0.66273,2,1,0.1567,4,2,0.31952,5,4,0.46121,7,6,0.65161,0,1,0.16355,5,5,0.55431,8,1,6,2,4,3,5,7,N,5,2,29,0,1,66,65,90,79,21,17,45,50,60,55,86,81,0,9,57,55
785,3,Nested,10.37,390,1,0.5,0.25,9,9,6,5,0.5736,8,5,0.66273,2,1,0.1567,4,2,0.31952,5,4,0.46121,7,6,0.65161,0,1,0.16355,5,5,0.55431,6,3,2,4,5,1,7,8,N,5,5,41,0,1,66,60,89,95,25,22,44,45,55,57,78,85,0,0,55,57
786,3,Nested,5.72,391,1,0.5,0.25,9,9,6,5,0.5736,8,5,0.66273,2,1,0.1567,4,2,0.31952,5,4,0.46121,7,6,0.65161,0,1,0.16355,5,5,0.55431,4,6,8,1,7,2,5,3,N,5,2,24,0,1,70,67,93,90,22,19,40,44,57,60,83,77,5,0,50,55
787,3,Nested,12.8,392,1,0.5,0.25,9,9,6,5,0.5736,8,5,0.66273,2,1,0.1567,4,2,0.31952,5,4,0.46121,7,6,0.65161,0,1,0.16355,5,5,0.55431,7,1,4,5,3,2,6,8,S,5,2,22,0,1,61,67,72,89,17,22,33,44,50,56,72,78,3,0,56,56
788,3,Nested,6.9,393,1,0.5,0.25,9,9,6,5,0.5736,8,5,0.66273,2,1,0.1567,4,2,0.31952,5,4,0.46121,7,6,0.65161,0,1,0.16355,5,5,0.55431,5,6,1,7,8,4,3,2,N,5,2,43,0,1,65,60,90,90,20,25,45,48,55,50,80,81,15,2,60,55
789,3,Nested,9.5,394,1,0.5,0.25,9,9,6,5,0.5736,8,5,0.66273,2,1,0.1567,4,2,0.31952,5,4,0.46121,7,6,0.65161,0,1,0.16355,5,5,0.55431,6,1,7,2,5,3,8,4,S,5,2,30,0,1,61,66,70,82,18,23,33,42,50,55,70,74,4,0,55,55
790,3,Nested,5.32,396,1,0.5,0.25,9,9,6,5,0.5736,8,5,0.66273,2,1,0.1567,4,2,0.31952,5,4,0.46121,7,6,0.65161,0,1,0.16355,5,5,0.55431,2,,1,3,,6,4,5,N,5,2,19,0,1,67,67,88,88,20,25,43,40,55,55,75,76,10,1,50,50
791,3,Nested,7.77,396,1,0.5,0.25,9,9,6,5,0.5736,8,5,0.66273,2,1,0.1567,4,2,0.31952,5,4,0.46121,7,6,0.65161,0,1,0.16355,5,5,0.55431,8,3,5,4,2,1,7,6,S,5,2,29,0,1,53,50,71,57,15,16,35,30,52,48,71,66,4,8,50,50
792,3,Nested,4.8,397,1,0.5,0.25,9,9,6,5,0.5736,8,5,0.66273,2,1,0.1567,4,2,0.31952,5,4,0.46121,7,6,0.65161,0,1,0.16355,5,5,0.55431,1,2,4,7,,5,6,3,N,5,2,23,0,1,65,65,90,85,20,30,45,50,50,60,75,70,0,0,50,60
793,3,Nested,6.17,398,1,0.5,0.25,9,9,6,5,0.5736,8,5,0.66273,2,1,0.1567,4,2,0.31952,5,4,0.46121,7,6,0.65161,0,1,0.16355,5,5,0.55431,8,7,3,4,2,1,5,6,N,5,2,23,0,1,65,71,86,92,22,22,53,60,58,61,76,76,0,0,59,62
794,3,Nested,5.72,399,1,0.5,0.25,9,9,6,5,0.5736,8,5,0.66273,2,1,0.1567,4,2,0.31952,5,4,0.46121,7,6,0.65161,0,1,0.16355,5,5,0.55431,8,4,3,2,1,5,7,6,N,5,2,26,0,2,66,66,95,95,15,15,45,45,60,60,75,75,0,0,60,60
795,3,Nested,3.5,399,1,0.5,0.25,9,9,6,5,0.5736,8,5,0.66273,2,1,0.1567,4,2,0.31952,5,4,0.46121,7,6,0.65161,0,1,0.16355,5,5,0.55431,8,3,1,2,6,4,7,5,N,5,2,24,0,2,69,67,92,75,38,34,44,45,71,59,62,60,17,5,60,42
796,3,Nested,12.78,400,1,0.5,0.25,9,9,6,5,0.5736,8,5,0.66273,2,1,0.1567,4,2,0.31952,5,4,0.46121,7,6,0.65161,0,1,0.16355,5,5,0.55431,4,7,3,6,8,5,1,2,N,5,2,60,1,1,50,53,82,78,31,21,39,46,50,50,70,67,5,7,50,50
797,3,Nested,4.82,400,1,0.5,0.25,9,9,6,5,0.5736,8,5,0.66273,2,1,0.1567,4,2,0.31952,5,4,0.46121,7,6,0.65161,0,1,0.16355,5,5,0.55431,6,2,4,5,8,3,7,1,N,5,2,25,0,2,66,66,85,90,20,23,47,43,53,50,75,73,8,5,60,55
798,3,Nested,4.88,401,2,0.5,0.5,9,9,8,5,0.60324,1,2,0.15486,6,5,0.47487,9,8,0.96884,4,0,0.24867,3,6,0.54405,5,6,0.72057,7,7,0.68385,3,7,1,8,2,6,4,5,N,5,5,28,0,1,90,80,10,5,70,60,99,100,40,60,20,32,70,60,80,90
799,3,Nested,6.95,402,2,0.5,0.5,9,9,8,5,0.60324,1,2,0.15486,6,5,0.47487,9,8,0.96884,4,0,0.24867,3,6,0.54405,5,6,0.72057,7,7,0.68385,2,8,7,3,1,6,4,5,N,5,5,40,1,2,93,89,5,7,71,76,96,88,47,50,27,24,53,50,90,84
800,3,Nested,6.13,402,2,0.5,0.5,9,9,8,5,0.60324,1,2,0.15486,6,5,0.47487,9,8,0.96884,4,0,0.24867,3,6,0.54405,5,6,0.72057,7,7,0.68385,4,3,7,6,8,5,1,2,S,5,2,27,0,1,79,93,2,1,60,67,86,92,13,40,50,28,57,53,71,71
801,3,Nested,9.55,403,2,0.5,0.5,9,9,8,5,0.60324,1,2,0.15486,6,5,0.47487,9,8,0.96884,4,0,0.24867,3,6,0.54405,5,6,0.72057,7,7,0.68385,2,8,5,1,4,7,3,6,N,5,2,20,0,2,89,80,11,11,67,67,99,100,44,44,33,33,56,55,78,77
802,3,Nested,3.97,403,2,0.5,0.5,9,9,8,5,0.60324,1,2,0.15486,6,5,0.47487,9,8,0.96884,4,0,0.24867,3,6,0.54405,5,6,0.72057,7,7,0.68385,4,2,3,7,6,1,8,5,S,5,2,27,0,1,69,89,25,15,50,58,91,100,20,33,49,22,62,49,75,76
803,3,Nested,4.67,404,2,0.5,0.5,9,9,8,5,0.60324,1,2,0.15486,6,5,0.47487,9,8,0.96884,4,0,0.24867,3,6,0.54405,5,6,0.72057,7,7,0.68385,2,4,5,6,1,8,3,7,N,5,2,22,1,2,85,80,10,10,60,70,95,100,50,40,30,30,50,50,75,68
804,3,Nested,21.45,404,2,0.5,0.5,9,9,8,5,0.60324,1,2,0.15486,6,5,0.47487,9,8,0.96884,4,0,0.24867,3,6,0.54405,5,6,0.72057,7,7,0.68385,6,4,5,8,2,1,7,3,N,5,2,42,1,2,88,88,11,11,65,66,99,98,44,45,33,34,55,55,77,76
805,3,Nested,2.78,406,2,0.5,0.5,9,9,8,5,0.60324,1,2,0.15486,6,5,0.47487,9,8,0.96884,4,0,0.24867,3,6,0.54405,5,6,0.72057,7,7,0.68385,7,6,5,2,3,4,1,8,N,5,2,28,1,1,93,82,10,18,60,65,93,85,45,39,34,43,56,48,73,65
806,3,Nested,13.38,407,2,0.5,0.5,9,9,8,5,0.60324,1,2,0.15486,6,5,0.47487,9,8,0.96884,4,0,0.24867,3,6,0.54405,5,6,0.72057,7,7,0.68385,3,5,4,6,7,8,2,1,S,5,2,43,1,2,72,80,16,14,61,64,92,97,22,33,50,42,61,58,77,77
807,3,Nested,8.02,408,2,0.5,0.5,9,9,8,5,0.60324,1,2,0.15486,6,5,0.47487,9,8,0.96884,4,0,0.24867,3,6,0.54405,5,6,0.72057,7,7,0.68385,4,5,2,1,7,8,6,3,N,5,5,34,1,2,90,90,0,0,60,58,98,97,44,50,29,28,60,61,81,80
808,3,Nested,20.85,409,2,0.5,0.5,9,9,8,5,0.60324,1,2,0.15486,6,5,0.47487,9,8,0.96884,4,0,0.24867,3,6,0.54405,5,6,0.72057,7,7,0.68385,4,6,1,2,5,8,3,7,N,5,2,37,0,1,70,80,10,20,50,52,52,50,40,45,35,40,51,50,70,80
809,3,Nested,5.02,409,2,0.5,0.5,9,9,8,5,0.60324,1,2,0.15486,6,5,0.47487,9,8,0.96884,4,0,0.24867,3,6,0.54405,5,6,0.72057,7,7,0.68385,6,5,1,4,8,7,3,2,S,5,2,43,0,2,84,75,10,16,60,58,90,85,18,43,50,32,67,64,80,80
810,3,Nested,10.17,410,2,0.5,0.5,9,9,8,5,0.60324,1,2,0.15486,6,5,0.47487,9,8,0.96884,4,0,0.24867,3,6,0.54405,5,6,0.72057,7,7,0.68385,4,6,1,2,3,8,5,7,S,5,5,30,0,1,72,70,17,16,60,60,95,90,22,20,50,50,61,60,77,80
811,3,Nested,3.77,411,2,0.5,0.5,9,9,8,5,0.60324,1,2,0.15486,6,5,0.47487,9,8,0.96884,4,0,0.24867,3,6,0.54405,5,6,0.72057,7,7,0.68385,4,2,7,3,8,6,5,1,S,5,2,21,0,2,52,65,17,12,55,58,67,86,17,31,37,48,47,61,71,80
812,3,Nested,16.03,411,2,0.5,0.5,9,9,8,5,0.60324,1,2,0.15486,6,5,0.47487,9,8,0.96884,4,0,0.24867,3,6,0.54405,5,6,0.72057,7,7,0.68385,3,8,6,1,4,2,5,7,S,5,2,63,0,1,56,73,40,31,61,60,60,70,31,45,48,35,56,47,54,64
813,3,Nested,30.9,412,2,0.5,0.5,9,9,8,5,0.60324,1,2,0.15486,6,5,0.47487,9,8,0.96884,4,0,0.24867,3,6,0.54405,5,6,0.72057,7,7,0.68385,7,4,2,5,1,8,3,6,S,5,2,42,1,1,80,90,12,9,65,66,98,100,20,45,50,33,65,65,77,77
814,3,Nested,8.6,413,2,0.5,0.5,9,9,8,5,0.60324,1,2,0.15486,6,5,0.47487,9,8,0.96884,4,0,0.24867,3,6,0.54405,5,6,0.72057,7,7,0.68385,8,2,4,5,6,3,7,1,N,5,2,48,0,1,92,90,8,11,66,69,97,92,42,44,33,33,58,56,75,77
815,3,Nested,7.83,413,2,0.5,0.5,9,9,8,5,0.60324,1,2,0.15486,6,5,0.47487,9,8,0.96884,4,0,0.24867,3,6,0.54405,5,6,0.72057,7,7,0.68385,2,1,7,4,6,3,8,5,S,5,2,21,0,1,72,72,16,20,61,60,94,94,20,25,48,50,61,60,78,78
816,3,Nested,8.88,414,2,0.5,0.5,9,9,8,5,0.60324,1,2,0.15486,6,5,0.47487,9,8,0.96884,4,0,0.24867,3,6,0.54405,5,6,0.72057,7,7,0.68385,5,4,1,3,7,8,6,2,S,5,2,54,0,1,71,80,17,13,64,66,99,89,33,25,50,42,61,68,77,77
817,3,Nested,8.55,414,2,0.5,0.5,9,9,8,5,0.60324,1,2,0.15486,6,5,0.47487,9,8,0.96884,4,0,0.24867,3,6,0.54405,5,6,0.72057,7,7,0.68385,6,1,8,2,3,7,4,5,S,5,2,32,0,1,72,88,17,10,61,66,94,100,22,49,50,33,33,30,77,77
818,3,Nested,16.07,415,2,0.5,0.5,9,9,8,5,0.60324,1,2,0.15486,6,5,0.47487,9,8,0.96884,4,0,0.24867,3,6,0.54405,5,6,0.72057,7,7,0.68385,2,1,8,6,3,5,4,7,N,5,2,28,0,1,89,88,11,12,67,67,100,100,44,45,33,34,56,56,78,78
819,3,Nested,5.63,415,2,0.5,0.5,9,9,8,5,0.60324,1,2,0.15486,6,5,0.47487,9,8,0.96884,4,0,0.24867,3,6,0.54405,5,6,0.72057,7,7,0.68385,4,3,7,2,6,8,5,1,N,5,2,58,1,1,91,90,8,9,61,62,97,100,46,45,33,33,58,58,71,73
820,3,Nested,8.57,416,2,0.5,0.5,9,9,8,5,0.60324,1,2,0.15486,6,5,0.47487,9,8,0.96884,4,0,0.24867,3,6,0.54405,5,6,0.72057,7,7,0.68385,5,1,7,2,3,4,8,6,N,5,2,28,1,2,85,90,10,9,70,66,90,100,40,50,33,30,60,50,75,80
821,3,Nested,8.22,417,2,0.5,0.5,9,9,8,5,0.60324,1,2,0.15486,6,5,0.47487,9,8,0.96884,4,0,0.24867,3,6,0.54405,5,6,0.72057,7,7,0.68385,5,4,1,2,7,8,6,3,N,5,2,29,1,1,87,82,12,10,68,70,92,90,45,42,35,34,70,65,83,78
822,3,Nested,7.72,418,2,0.5,0.5,9,9,8,5,0.60324,1,2,0.15486,6,5,0.47487,9,8,0.96884,4,0,0.24867,3,6,0.54405,5,6,0.72057,7,7,0.68385,1,6,2,4,7,8,5,3,S,5,2,36,0,1,77,83,11,15,61,63,100,96,44,33,33,41,55,61,77,77
823,3,Nested,6.68,419,2,0.5,0.5,9,9,8,5,0.60324,1,2,0.15486,6,5,0.47487,9,8,0.96884,4,0,0.24867,3,6,0.54405,5,6,0.72057,7,7,0.68385,2,6,4,3,5,1,8,7,N,5,2,21,0,2,88,88,11,11,66,66,95,100,44,44,33,33,56,55,78,77
824,3,Nested,5.88,420,2,0.5,0.5,9,9,8,5,0.60324,1,2,0.15486,6,5,0.47487,9,8,0.96884,4,0,0.24867,3,6,0.54405,5,6,0.72057,7,7,0.68385,5,2,1,6,3,4,8,7,N,5,2,33,0,1,85,85,15,15,66,66,90,95,45,45,34,34,60,60,75,75
825,3,Nested,45.83,421,2,0.5,0.5,9,9,8,5,0.60324,1,2,0.15486,6,5,0.47487,9,8,0.96884,4,0,0.24867,3,6,0.54405,5,6,0.72057,7,7,0.68385,7,3,1,2,6,4,8,5,N,5,2,28,0,2,89,89,10,10,66,67,99,99,44,44,33,33,60,60,78,78
826,3,Nested,5.92,422,2,0.5,0.5,9,9,8,5,0.60324,1,2,0.15486,6,5,0.47487,9,8,0.96884,4,0,0.24867,3,6,0.54405,5,6,0.72057,7,7,0.68385,4,1,2,7,3,8,5,6,S,5,2,26,0,1,70,90,15,10,66,60,85,95,27,45,50,30,60,50,80,80
827,3,Nested,6.68,423,2,0.5,0.5,9,9,8,5,0.60324,1,2,0.15486,6,5,0.47487,9,8,0.96884,4,0,0.24867,3,6,0.54405,5,6,0.72057,7,7,0.68385,2,1,4,8,7,5,6,3,N,5,2,34,0,1,88,90,11,10,66,65,95,99,45,44,35,33,55,50,75,77
828,3,Nested,8.38,423,2,0.5,0.5,9,9,8,5,0.60324,1,2,0.15486,6,5,0.47487,9,8,0.96884,4,0,0.24867,3,6,0.54405,5,6,0.72057,7,7,0.68385,8,3,4,6,1,7,5,2,S,5,2,34,1,2,75,70,15,15,70,80,97,96,18,19,50,50,81,79,20,21
829,3,Nested,8.53,424,2,0.5,0.5,9,9,8,5,0.60324,1,2,0.15486,6,5,0.47487,9,8,0.96884,4,0,0.24867,3,6,0.54405,5,6,0.72057,7,7,0.68385,1,3,6,7,5,2,8,4,N,5,5,29,0,1,85,80,10,15,70,78,96,100,45,39,40,40,60,65,84,75
830,3,Nested,4.52,425,2,0.5,0.5,9,9,8,5,0.60324,1,2,0.15486,6,5,0.47487,9,8,0.96884,4,0,0.24867,3,6,0.54405,5,6,0.72057,7,7,0.68385,1,7,8,3,6,4,2,5,N,5,2,22,0,2,28,64,11,11,66,68,100,100,38,38,26,28,27,37,73,75
831,3,Nested,5.65,425,2,0.5,0.5,9,9,8,5,0.60324,1,2,0.15486,6,5,0.47487,9,8,0.96884,4,0,0.24867,3,6,0.54405,5,6,0.72057,7,7,0.68385,6,1,4,2,8,3,7,5,N,5,2,30,1,2,95,95,12,10,66,65,100,100,44,45,29,30,53,59,79,79
832,3,Nested,10.33,427,2,0.5,0.5,9,9,8,5,0.60324,1,2,0.15486,6,5,0.47487,9,8,0.96884,4,0,0.24867,3,6,0.54405,5,6,0.72057,7,7,0.68385,6,2,3,1,5,7,4,8,S,5,2,23,0,1,75,95,14,3,60,66,88,100,15,40,50,33,65,55,80,75
833,3,Nested,13.05,428,2,0.5,0.5,9,9,8,5,0.60324,1,2,0.15486,6,5,0.47487,9,8,0.96884,4,0,0.24867,3,6,0.54405,5,6,0.72057,7,7,0.68385,7,3,8,4,5,6,1,2,N,5,2,50,1,1,85,87,11,10,63,65,91,84,40,47,30,33,55,59,75,78
834,3,Nested,7.7,429,2,0.5,0.5,9,9,8,5,0.60324,1,2,0.15486,6,5,0.47487,9,8,0.96884,4,0,0.24867,3,6,0.54405,5,6,0.72057,7,7,0.68385,3,6,5,8,4,7,2,1,S,5,2,31,0,1,70,85,25,15,60,75,90,95,20,45,50,30,60,55,75,75
835,3,Nested,7.05,429,2,0.5,0.5,9,9,8,5,0.60324,1,2,0.15486,6,5,0.47487,9,8,0.96884,4,0,0.24867,3,6,0.54405,5,6,0.72057,7,7,0.68385,5,4,7,2,8,1,3,6,S,5,5,34,1,2,74,61,17,27,61,50,71,66,13,28,50,27,56,50,86,70
836,3,Nested,8.7,430,2,0.5,0.5,9,9,8,5,0.60324,1,2,0.15486,6,5,0.47487,9,8,0.96884,4,0,0.24867,3,6,0.54405,5,6,0.72057,7,7,0.68385,3,5,7,2,1,8,4,6,N,5,2,59,1,1,70,88,30,12,65,58,75,97,50,44,40,30,70,88,63,77
837,3,Nested,7.85,430,2,0.5,0.5,9,9,8,5,0.60324,1,2,0.15486,6,5,0.47487,9,8,0.96884,4,0,0.24867,3,6,0.54405,5,6,0.72057,7,7,0.68385,1,7,4,8,6,5,2,3,S,5,2,30,0,1,72,60,16,13,61,60,94,98,22,40,50,40,61,55,77,70
838,3,Nested,27.13,431,2,0.5,0.5,9,9,8,5,0.60324,1,2,0.15486,6,5,0.47487,9,8,0.96884,4,0,0.24867,3,6,0.54405,5,6,0.72057,7,7,0.68385,4,1,7,2,3,6,8,5,S,5,2,51,1,2,71,91,14,11,63,65,99,100,22,44,50,42,63,60,77,77
839,3,Nested,18.6,432,2,0.5,0.5,9,9,8,5,0.60324,1,2,0.15486,6,5,0.47487,9,8,0.96884,4,0,0.24867,3,6,0.54405,5,6,0.72057,7,7,0.68385,1,2,4,7,8,5,6,3,N,5,5,25,0,1,78,84,12,19,57,59,89,95,35,35,22,27,45,43,71,79
840,3,Nested,4.55,433,2,0.5,0.5,9,9,8,5,0.60324,1,2,0.15486,6,5,0.47487,9,8,0.96884,4,0,0.24867,3,6,0.54405,5,6,0.72057,7,7,0.68385,2,5,1,8,6,7,4,3,S,5,2,32,0,2,60,85,20,15,58,60,90,100,20,40,50,40,55,65,70,80
841,3,Nested,9.83,434,2,0.5,0.5,9,9,8,5,0.60324,1,2,0.15486,6,5,0.47487,9,8,0.96884,4,0,0.24867,3,6,0.54405,5,6,0.72057,7,7,0.68385,7,6,5,1,4,2,3,8,N,5,2,23,1,2,90,88,15,11,66,67,99,100,45,40,40,33,55,60,75,77
842,3,Nested,7.2,435,2,0.5,0.5,9,9,8,5,0.60324,1,2,0.15486,6,5,0.47487,9,8,0.96884,4,0,0.24867,3,6,0.54405,5,6,0.72057,7,7,0.68385,8,6,5,7,4,3,2,1,N,5,2,58,1,1,89,89,11,11,67,67,100,100,44,44,33,33,55,55,78,78
843,3,Nested,7.85,436,2,0.5,0.5,9,9,8,5,0.60324,1,2,0.15486,6,5,0.47487,9,8,0.96884,4,0,0.24867,3,6,0.54405,5,6,0.72057,7,7,0.68385,6,2,4,3,7,5,8,1,N,5,2,29,0,1,85,15,85,15,32,68,90,10,38,62,33,67,65,35,67,33
844,3,Nested,12.27,436,2,0.5,0.5,9,9,8,5,0.60324,1,2,0.15486,6,5,0.47487,9,8,0.96884,4,0,0.24867,3,6,0.54405,5,6,0.72057,7,7,0.68385,1,5,4,8,2,7,3,6,S,5,2,36,1,1,75,70,25,25,70,70,90,90,25,20,50,50,70,70,80,80
845,3,Nested,3.75,438,2,0.5,0.5,9,9,8,5,0.60324,1,2,0.15486,6,5,0.47487,9,8,0.96884,4,0,0.24867,3,6,0.54405,5,6,0.72057,7,7,0.68385,2,7,6,4,8,3,5,1,N,5,2,32,0,1,64,88,30,10,67,51,90,100,50,46,40,34,50,55,58,78
